회사명,거래소코드,회계년도,[제조]영업이익(손실)(연결),[제조]   이자비용(연결)
(주)엔케이맥스,182400,Dec-12,446669,73983
(주)엔케이맥스,182400,Dec-13,-2814909,305584
(주)엔케이맥스,182400,Dec-14,-5066416,109005
(주)엔케이맥스,182400,Dec-15,-6377731,47204
(주)엔케이맥스,182400,Dec-16,-7910436,40248
(주)엔케이맥스,182400,Dec-17,-15980480,0
(주)엔케이맥스,182400,Dec-18,-14433628,10823
(주)엔케이맥스,182400,Dec-19,-24085960,153510
(주)엔케이맥스,182400,Dec-20,-41196828,337038
(주)엔텔스,69410,Dec-11,6748496,84077
(주)엔텔스,69410,Dec-12,7093157,0
(주)엔텔스,69410,Dec-13,7601264,0
(주)엔텔스,69410,Dec-14,3978867,17268
(주)엔텔스,69410,Dec-15,-3503243,0
(주)엔텔스,69410,Dec-16,255834,0
(주)엔텔스,69410,Dec-17,-1765585,0
(주)엔텔스,69410,Dec-18,1694294,0
(주)엔텔스,69410,Dec-19,2783299,11552
(주)엔텔스,69410,Dec-20,4272903,15698
(주)엘디티,96870,Dec-11,2970343,0
(주)엘디티,96870,Dec-12,806558,0
(주)엘디티,96870,Dec-13,-3101706,0
(주)엘디티,96870,Dec-14,-3409290,0
(주)엘디티,96870,Dec-15,240850,0
(주)엘디티,96870,Dec-16,-1449436,0
(주)엘디티,96870,Dec-17,-989016,0
(주)엘디티,96870,Dec-18,270171,0
(주)엘디티,96870,Dec-19,-1334886,62
(주)엘디티,96870,Dec-20,1553260,544
(주)엘엑스세미콘,108320,Dec-11,24823199,561
(주)엘엑스세미콘,108320,Dec-12,43554849,0
(주)엘엑스세미콘,108320,Dec-13,33239538,0
(주)엘엑스세미콘,108320,Dec-14,35687872,0
(주)엘엑스세미콘,108320,Dec-15,55883068,0
(주)엘엑스세미콘,108320,Dec-16,50617456,0
(주)엘엑스세미콘,108320,Dec-17,45521509,0
(주)엘엑스세미콘,108320,Dec-18,55797059,0
(주)엘엑스세미콘,108320,Dec-19,47254628,251687
(주)엘엑스세미콘,108320,Dec-20,94226639,216066
(주)엘오티베큠,83310,Dec-11,4721623,8188
(주)엘오티베큠,83310,Dec-12,4937143,2665
(주)엘오티베큠,83310,Dec-13,3641745,9158
(주)엘오티베큠,83310,Dec-14,5699051,0
(주)엘오티베큠,83310,Dec-15,10278633,0
(주)엘오티베큠,83310,Dec-16,8579382,8450
(주)엘오티베큠,83310,Dec-17,27651455,375755
(주)엘오티베큠,83310,Dec-18,18952177,30303
(주)엘오티베큠,83310,Dec-19,-1029203,551358
(주)엘오티베큠,83310,Dec-20,4160560,1108687
(주)엠투아이코퍼레이션,347890,Dec-11,2646684,0
(주)엠투아이코퍼레이션,347890,Dec-12,2859110,0
(주)엠투아이코퍼레이션,347890,Dec-13,2969422,0
(주)엠투아이코퍼레이션,347890,Dec-14,2861657,0
(주)엠투아이코퍼레이션,347890,Dec-15,3143151,0
(주)엠투아이코퍼레이션,347890,Dec-16,3098714,0
(주)엠투아이코퍼레이션,347890,Dec-17,6073070,0
(주)엠투아이코퍼레이션,347890,Dec-18,5187737,0
(주)엠투아이코퍼레이션,347890,Dec-19,6669529,0
(주)엠투아이코퍼레이션,347890,Dec-20,10825034,0
(주)오리콤,10470,Dec-11,8632183,8000
(주)오리콤,10470,Dec-12,7832603,2000
(주)오리콤,10470,Dec-13,3995356,0
(주)오리콤,10470,Dec-14,3188981,0
(주)오리콤,10470,Dec-15,2978608,0
(주)오리콤,10470,Dec-16,6153856,0
(주)오리콤,10470,Dec-17,6435322,0
(주)오리콤,10470,Dec-18,10734188,0
(주)오리콤,10470,Dec-19,7955798,90000
(주)오리콤,10470,Dec-20,1032713,27000
(주)옵투스제약,131030,Dec-11,,
(주)옵투스제약,131030,Dec-12,,
(주)옵투스제약,131030,Dec-13,6791862,599603
(주)옵투스제약,131030,Dec-14,9138495,188037
(주)옵투스제약,131030,Dec-15,10318708,61943
(주)옵투스제약,131030,Dec-16,11380746,48849
(주)옵투스제약,131030,Dec-17,12615805,48157
(주)옵투스제약,131030,Dec-18,10715330,0
(주)옵투스제약,131030,Dec-19,15188582,3949
(주)옵투스제약,131030,Dec-20,15507639,17606
(주)와이즈파워,40670,Dec-11,-3561637,0
(주)와이즈파워,40670,Dec-12,-14387100,0
(주)와이즈파워,40670,Dec-13,-3988139,1117094
(주)와이즈파워,40670,Dec-14,-145242,1236957
(주)와이지-원,19210,Dec-11,44063871,0
(주)와이지-원,19210,Dec-12,35527654,19569646
(주)와이지-원,19210,Dec-13,22365509,18627718
(주)와이지-원,19210,Dec-14,31710774,16943591
(주)와이지-원,19210,Dec-15,39378654,13288490
(주)와이지-원,19210,Dec-16,41758471,11556021
(주)와이지-원,19210,Dec-17,59328729,12583501
(주)와이지-원,19210,Dec-18,45703193,14736295
(주)와이지-원,19210,Dec-19,13166691,16473810
(주)와이지-원,19210,Dec-20,-15829096,13103547
(주)와이지엔터테인먼트,122870,Dec-11,17756089,0
(주)와이지엔터테인먼트,122870,Dec-12,21465923,0
(주)와이지엔터테인먼트,122870,Dec-13,22161534,0
(주)와이지엔터테인먼트,122870,Dec-14,21905156,292756
(주)와이지엔터테인먼트,122870,Dec-15,21811699,1383434
(주)와이지엔터테인먼트,122870,Dec-16,31919019,1492031
(주)와이지엔터테인먼트,122870,Dec-17,24157603,1729148
(주)와이지엔터테인먼트,122870,Dec-18,9597333,2090058
(주)와이지엔터테인먼트,122870,Dec-19,883957,2128012
(주)와이지엔터테인먼트,122870,Dec-20,5993838,701364
(주)우전,52270,Dec-11,33550352,0
(주)우전,52270,Dec-12,22533834,3320143
(주)우전,52270,Dec-13,20899284,4027544
(주)우전,52270,Dec-14,-48885134,6070800
(주)우전,52270,Dec-15,-48682164,17651078
(주)우전,52270,Dec-16,-37811078,5883912
(주)원익피앤이,131390,Dec-11,6382797,354124
(주)원익피앤이,131390,Dec-12,5003397,45261
(주)원익피앤이,131390,Dec-13,870082,25890
(주)원익피앤이,131390,Dec-14,-1330260,152
(주)원익피앤이,131390,Dec-15,1951190,40
(주)원익피앤이,131390,Dec-16,3964944,0
(주)원익피앤이,131390,Dec-17,8777556,6731
(주)원익피앤이,131390,Dec-18,11750088,427989
(주)원익피앤이,131390,Dec-19,17764701,655714
(주)원익피앤이,131390,Dec-20,20622864,236172
(주)위메이드,112040,Dec-11,20432282,55611
(주)위메이드,112040,Dec-12,-1973155,68632
(주)위메이드,112040,Dec-13,12342019,38070
(주)위메이드,112040,Dec-14,-31458638,0
(주)위메이드,112040,Dec-15,-11658667,898441
(주)위메이드,112040,Dec-16,4130726,2132225
(주)위메이드,112040,Dec-17,5975220,2493873
(주)위메이드,112040,Dec-18,-36162085,1797155
(주)위메이드,112040,Dec-19,-9330257,775781
(주)위메이드,112040,Dec-20,-12838601,865866
(주)위메이드맥스,101730,Dec-11,3937903,51444
(주)위메이드맥스,101730,Dec-12,-1621833,68291
(주)위메이드맥스,101730,Dec-13,18103737,38100
(주)위메이드맥스,101730,Dec-14,-4712556,0
(주)위메이드맥스,101730,Dec-15,-7888979,897907
(주)위메이드맥스,101730,Dec-16,-4050354,2068070
(주)위메이드맥스,101730,Dec-17,-8332096,2493872
(주)위메이드맥스,101730,Dec-18,-13202501,1797155
(주)위메이드맥스,101730,Dec-19,-10955552,776871
(주)위메이드맥스,101730,Dec-20,-5176976,846480
(주)위메이드플레이,123420,Dec-11,,
(주)위메이드플레이,123420,Dec-12,,
(주)위메이드플레이,123420,Dec-13,17323331,267377
(주)위메이드플레이,123420,Dec-14,60991089,13116
(주)위메이드플레이,123420,Dec-15,25510448,0
(주)위메이드플레이,123420,Dec-16,17423046,0
(주)위메이드플레이,123420,Dec-17,12520686,0
(주)위메이드플레이,123420,Dec-18,8557119,0
(주)위메이드플레이,123420,Dec-19,2762398,170144
(주)위메이드플레이,123420,Dec-20,12984964,143833
(주)윈스,136540,Dec-11,7963169,190071
(주)윈스,136540,Dec-12,16202429,0
(주)윈스,136540,Dec-13,12431366,0
(주)윈스,136540,Dec-14,6268706,0
(주)윈스,136540,Dec-15,8017668,37583
(주)윈스,136540,Dec-16,8455188,411105
(주)윈스,136540,Dec-17,7460711,1010299
(주)윈스,136540,Dec-18,10922393,1389017
(주)윈스,136540,Dec-19,15393560,1325065
(주)윈스,136540,Dec-20,18725372,994452
(주)유라테크,48430,Dec-11,1538391,980387
(주)유라테크,48430,Dec-12,11148661,697958
(주)유라테크,48430,Dec-13,9495818,112394
(주)유라테크,48430,Dec-14,8463637,74860
(주)유라테크,48430,Dec-15,8247025,414000
(주)유라테크,48430,Dec-16,9002102,17014
(주)유라테크,48430,Dec-17,1372164,0
(주)유라테크,48430,Dec-18,434304,0
(주)유라테크,48430,Dec-19,2232743,3344
(주)유라테크,48430,Dec-20,-2052450,150884
(주)유비케어,32620,Dec-11,3174065,13
(주)유비케어,32620,Dec-12,559920,4866
(주)유비케어,32620,Dec-13,362888,0
(주)유비케어,32620,Dec-14,4656454,0
(주)유비케어,32620,Dec-15,4533537,0
(주)유비케어,32620,Dec-16,6339603,0
(주)유비케어,32620,Dec-17,7507284,4971
(주)유비케어,32620,Dec-18,9158210,0
(주)유비케어,32620,Dec-19,12354231,20807
(주)유비케어,32620,Dec-20,13409069,59934
(주)유비쿼스,264450,Dec-17,13791450,0
(주)유비쿼스,264450,Dec-18,16690313,0
(주)유비쿼스,264450,Dec-19,12218124,43961
(주)유비쿼스,264450,Dec-20,18961066,35505
(주)유비쿼스홀딩스,78070,Dec-11,13455205,65491
(주)유비쿼스홀딩스,78070,Dec-12,12272973,98102
(주)유비쿼스홀딩스,78070,Dec-13,20619369,127118
(주)유비쿼스홀딩스,78070,Dec-14,21391943,58485
(주)유비쿼스홀딩스,78070,Dec-15,29506190,41340
(주)유비쿼스홀딩스,78070,Dec-16,24293236,11468
(주)유비쿼스홀딩스,78070,Dec-17,1566269,0
(주)유비쿼스홀딩스,78070,Dec-18,17421754,0
(주)유비쿼스홀딩스,78070,Dec-19,13687851,6638
(주)유비쿼스홀딩스,78070,Dec-20,21631888,31586
(주)유진테크,84370,Dec-11,37788145,13070
(주)유진테크,84370,Dec-12,52816726,0
(주)유진테크,84370,Dec-13,30479188,0
(주)유진테크,84370,Dec-14,12334161,1860
(주)유진테크,84370,Dec-15,18569982,567
(주)유진테크,84370,Dec-16,36451059,0
(주)유진테크,84370,Dec-17,25725536,0
(주)유진테크,84370,Dec-18,40803249,0
(주)유진테크,84370,Dec-19,23813958,194339
(주)유진테크,84370,Dec-20,22286445,207922
(주)이글루코퍼레이션,67920,Dec-11,1871379,5052
(주)이글루코퍼레이션,67920,Dec-12,3118283,427425
(주)이글루코퍼레이션,67920,Dec-13,-732475,691286
(주)이글루코퍼레이션,67920,Dec-14,-8682838,149034
(주)이글루코퍼레이션,67920,Dec-15,-2774947,73
(주)이글루코퍼레이션,67920,Dec-16,2750677,93
(주)이글루코퍼레이션,67920,Dec-17,3103172,0
(주)이글루코퍼레이션,67920,Dec-18,2979122,0
(주)이글루코퍼레이션,67920,Dec-19,1691971,16027
(주)이글루코퍼레이션,67920,Dec-20,4887245,62573
(주)이미지스테크놀로지,115610,Dec-11,1423511,9688
(주)이미지스테크놀로지,115610,Dec-12,-683778,84708
(주)이미지스테크놀로지,115610,Dec-13,1438941,13136
(주)이미지스테크놀로지,115610,Dec-14,918630,5081
(주)이미지스테크놀로지,115610,Dec-15,762324,473
(주)이미지스테크놀로지,115610,Dec-16,621317,0
(주)이미지스테크놀로지,115610,Dec-17,-5274491,0
(주)이미지스테크놀로지,115610,Dec-18,-7407218,0
(주)이미지스테크놀로지,115610,Dec-19,-6449377,4115
(주)이미지스테크놀로지,115610,Dec-20,-3691032,8962
(주)이엘피,63760,Dec-14,1230695,112386
(주)이엘피,63760,Dec-15,3043940,160328
(주)이엘피,63760,Dec-16,11449471,157438
(주)이엘피,63760,Dec-17,18164720,42762
(주)이엘피,63760,Dec-18,15156013,0
(주)이엘피,63760,Dec-19,3109187,15747
(주)이엘피,63760,Dec-20,2727036,36239
(주)이크레더블,92130,Sep-11,6465178,0
(주)이크레더블,92130,Sep-12,6463323,0
(주)이크레더블,92130,Dec-13,7025346,0
(주)이크레더블,92130,Dec-14,7606386,0
(주)이크레더블,92130,Dec-15,9449295,0
(주)이크레더블,92130,Dec-16,12136225,0
(주)이크레더블,92130,Dec-17,13436333,0
(주)이크레더블,92130,Dec-18,15320031,0
(주)이크레더블,92130,Dec-19,16726688,8829
(주)이크레더블,92130,Dec-20,16874695,9234
(주)이퓨쳐,134060,Dec-11,-421531,28031
(주)이퓨쳐,134060,Dec-12,-133144,7
(주)이퓨쳐,134060,Dec-13,1105515,116
(주)이퓨쳐,134060,Dec-14,397613,6747
(주)이퓨쳐,134060,Dec-15,106283,0
(주)이퓨쳐,134060,Dec-16,339910,0
(주)이퓨쳐,134060,Dec-17,-218432,2
(주)이퓨쳐,134060,Dec-18,291703,2
(주)이퓨쳐,134060,Dec-19,954978,26668
(주)이퓨쳐,134060,Dec-20,953314,14300
(주)인바디,41830,Dec-11,3854169,1466
(주)인바디,41830,Dec-12,5001978,0
(주)인바디,41830,Dec-13,6500740,0
(주)인바디,41830,Dec-14,10095138,0
(주)인바디,41830,Dec-15,20007588,0
(주)인바디,41830,Dec-16,22041087,0
(주)인바디,41830,Dec-17,24900250,0
(주)인바디,41830,Dec-18,23676827,122538
(주)인바디,41830,Dec-19,27626227,140696
(주)인바디,41830,Dec-20,19096757,124473
(주)인지디스플레이,37330,Dec-11,25287302,2120670
(주)인지디스플레이,37330,Dec-12,27825384,2208868
(주)인지디스플레이,37330,Dec-13,4825131,0
(주)인지디스플레이,37330,Dec-14,10694328,0
(주)인지디스플레이,37330,Dec-15,9138974,0
(주)인지디스플레이,37330,Dec-16,10641856,1225694
(주)인지디스플레이,37330,Dec-17,2854491,1267939
(주)인지디스플레이,37330,Dec-18,22135015,1830994
(주)인지디스플레이,37330,Dec-19,23830908,3497229
(주)인지디스플레이,37330,Dec-20,34602764,4229997
(주)인터로조,119610,Dec-11,8547541,0
(주)인터로조,119610,Dec-12,9561435,200548
(주)인터로조,119610,Dec-13,10532472,339715
(주)인터로조,119610,Dec-14,8771200,313039
(주)인터로조,119610,Dec-15,16289023,268883
(주)인터로조,119610,Dec-16,23306560,151156
(주)인터로조,119610,Dec-17,24233728,71220
(주)인터로조,119610,Dec-18,17125531,83273
(주)인터로조,119610,Dec-19,22618019,840206
(주)인터로조,119610,Dec-20,15140876,693699
(주)인포바인,115310,Dec-11,10196506,0
(주)인포바인,115310,Dec-12,10498089,0
(주)인포바인,115310,Dec-13,12704877,259720
(주)인포바인,115310,Dec-14,13167191,683361
(주)인포바인,115310,Dec-15,11121886,81103
(주)인포바인,115310,Dec-16,12496330,6438
(주)인포바인,115310,Dec-17,12535249,5698
(주)인포바인,115310,Dec-18,11112470,305
(주)인포바인,115310,Dec-19,9516147,25532
(주)인포바인,115310,Dec-20,8094824,77086
(주)일신바이오베이스,68330,Dec-11,794280,111764
(주)일신바이오베이스,68330,Dec-12,1968696,144355
(주)일신바이오베이스,68330,Dec-13,1118870,86966
(주)일신바이오베이스,68330,Dec-14,2074606,27687
(주)일신바이오베이스,68330,Dec-15,2637942,21378
(주)일신바이오베이스,68330,Dec-16,3008844,4312
(주)일신바이오베이스,68330,Dec-17,2341409,0
(주)일신바이오베이스,68330,Dec-18,3036924,0
(주)일신바이오베이스,68330,Dec-19,5214863,0
(주)일신바이오베이스,68330,Dec-20,5610282,0
(주)정상제이엘에스,40420,Dec-11,14721784,5
(주)정상제이엘에스,40420,Dec-12,10436744,711
(주)정상제이엘에스,40420,Dec-13,7983832,0
(주)정상제이엘에스,40420,Dec-14,7207954,0
(주)정상제이엘에스,40420,Dec-15,6875719,0
(주)정상제이엘에스,40420,Dec-16,8678730,134310
(주)정상제이엘에스,40420,Dec-17,10339772,190867
(주)정상제이엘에스,40420,Dec-18,10887968,202751
(주)정상제이엘에스,40420,Dec-19,13395135,472002
(주)정상제이엘에스,40420,Dec-20,8774891,813729
(주)제노포커스,187420,Dec-13,243574,100242
(주)제노포커스,187420,Dec-14,1391659,153515
(주)제노포커스,187420,Dec-15,1098014,18510
(주)제노포커스,187420,Dec-16,1325988,0
(주)제노포커스,187420,Dec-17,1192095,103198
(주)제노포커스,187420,Dec-18,-1213556,41271
(주)제노포커스,187420,Dec-19,-2877734,249068
(주)제노포커스,187420,Dec-20,-4698150,2091147
(주)제이와이피엔터테인먼트,35900,Jun-11,452736,176314
(주)제이와이피엔터테인먼트,35900,Dec-12,-6527263,108552
(주)제이와이피엔터테인먼트,35900,Dec-13,-2553317,578610
(주)제이와이피엔터테인먼트,35900,Dec-14,8256638,535759
(주)제이와이피엔터테인먼트,35900,Dec-15,4198535,595163
(주)제이와이피엔터테인먼트,35900,Dec-16,13811808,0
(주)제이와이피엔터테인먼트,35900,Dec-17,19462607,0
(주)제이와이피엔터테인먼트,35900,Dec-18,28748634,0
(주)제이와이피엔터테인먼트,35900,Dec-19,43458525,49145
(주)제이와이피엔터테인먼트,35900,Dec-20,44136483,93526
(주)제이웨이,58420,Dec-11,-2807864,125261
(주)제이웨이,58420,Dec-12,-1608659,96902
(주)제이웨이,58420,Dec-13,-1726344,95655
(주)제이웨이,58420,Dec-14,-2273982,63585
(주)제이웨이,58420,Dec-15,537355,0
(주)제이웨이,58420,Dec-16,-1047983,0
(주)제이웨이,58420,Dec-17,-2449985,365
(주)제이웨이,58420,Dec-18,-1450828,468715
(주)제이웨이,58420,Dec-19,-1247159,302277
(주)제이웨이,58420,Dec-20,-7611689,231865
(주)제테마,216080,Dec-17,-3351912,647363
(주)제테마,216080,Dec-18,-4550887,1296460
(주)제테마,216080,Dec-19,-10734910,0
(주)제테마,216080,Dec-20,-5586924,616734
(주)젬백스&카엘,82270,Dec-11,-8123968,0
(주)젬백스&카엘,82270,Dec-12,-5353654,0
(주)젬백스&카엘,82270,Dec-13,-10574251,6806865
(주)젬백스&카엘,82270,Dec-14,-5555648,4285616
(주)젬백스&카엘,82270,Dec-15,-2760703,4127730
(주)젬백스&카엘,82270,Dec-16,-17616739,6037579
(주)젬백스&카엘,82270,Dec-17,-1414646,5260865
(주)젬백스&카엘,82270,Dec-18,-662609,6727876
(주)젬백스&카엘,82270,Dec-19,-8397520,4754535
(주)젬백스&카엘,82270,Dec-20,1437671,1229680
(주)조이시티,67000,Dec-11,6343089,238518
(주)조이시티,67000,Dec-12,8201665,88382
(주)조이시티,67000,Dec-13,-971036,18342
(주)조이시티,67000,Dec-14,5561923,0
(주)조이시티,67000,Dec-15,8294482,19
(주)조이시티,67000,Dec-16,3072210,4779
(주)조이시티,67000,Dec-17,-2745083,11015
(주)조이시티,67000,Dec-18,-5446744,8850
(주)조이시티,67000,Dec-19,8547463,169777
(주)조이시티,67000,Dec-20,20473154,253271
(주)중앙백신연구소,72020,Dec-11,2772865,12643
(주)중앙백신연구소,72020,Dec-12,4422145,33104
(주)중앙백신연구소,72020,Dec-13,5099341,87705
(주)중앙백신연구소,72020,Dec-14,5537451,198594
(주)중앙백신연구소,72020,Dec-15,3633118,0
(주)중앙백신연구소,72020,Dec-16,6987276,54590
(주)중앙백신연구소,72020,Dec-17,5546811,61056
(주)중앙백신연구소,72020,Dec-18,3504614,201458
(주)중앙백신연구소,72020,Dec-19,2712903,130861
(주)중앙백신연구소,72020,Dec-20,4030950,94052
(주)지노믹트리,228760,Dec-14,-345547,46136
(주)지노믹트리,228760,Dec-15,-766237,34020
(주)지노믹트리,228760,Dec-16,-1294776,16844
(주)지노믹트리,228760,Dec-17,-2006359,16423
(주)지노믹트리,228760,Dec-18,-2573756,107
(주)지노믹트리,228760,Dec-19,-10308127,0
(주)지노믹트리,228760,Dec-20,-12408515,1668398
(주)지씨셀,144510,Dec-14,2961720,0
(주)지씨셀,144510,Dec-15,3219922,0
(주)지씨셀,144510,Dec-16,1998089,0
(주)지씨셀,144510,Dec-17,1650256,0
(주)지씨셀,144510,Dec-18,435054,0
(주)지씨셀,144510,Dec-19,-3254149,245770
(주)지씨셀,144510,Dec-20,6432539,247225
(주)지앤에스티,36920,Dec-11,-1696856,177230
(주)지앤에스티,36920,Dec-12,432399,0
(주)진바이오텍,86060,Dec-11,1286376,0
(주)진바이오텍,86060,Dec-12,1276101,0
(주)진바이오텍,86060,Dec-13,165048,1134207
(주)진바이오텍,86060,Dec-14,1010943,912280
(주)진바이오텍,86060,Dec-15,1066768,794474
(주)진바이오텍,86060,Dec-16,3445108,357051
(주)진바이오텍,86060,Dec-17,2312141,306487
(주)진바이오텍,86060,Dec-18,6270669,797891
(주)진바이오텍,86060,Dec-19,841408,837318
(주)진바이오텍,86060,Dec-20,1658287,537298
(주)칩스앤미디어,94360,Dec-11,1563558,433540
(주)칩스앤미디어,94360,Dec-12,877059,203163
(주)칩스앤미디어,94360,Dec-13,1272818,143158
(주)칩스앤미디어,94360,Dec-14,2029694,106027
(주)칩스앤미디어,94360,Dec-15,2347561,18992
(주)칩스앤미디어,94360,Dec-16,2807134,0
(주)칩스앤미디어,94360,Dec-17,-1512790,0
(주)칩스앤미디어,94360,Dec-18,2022901,0
(주)칩스앤미디어,94360,Dec-19,3594632,0
(주)칩스앤미디어,94360,Dec-20,2380814,63296
(주)컴투스,78340,Dec-11,3125552,0
(주)컴투스,78340,Dec-12,16062637,10369
(주)컴투스,78340,Dec-13,7732743,37469
(주)컴투스,78340,Dec-14,101210450,35755
(주)컴투스,78340,Dec-15,165925917,31801
(주)컴투스,78340,Dec-16,191976468,29592
(주)컴투스,78340,Dec-17,194647099,23117
(주)컴투스,78340,Dec-18,146639198,23938
(주)컴투스,78340,Dec-19,125954720,286726
(주)컴투스,78340,Dec-20,114117330,335825
(주)케어젠,214370,Dec-11,6396227,2031
(주)케어젠,214370,Dec-12,9028434,35420
(주)케어젠,214370,Dec-13,8734276,33
(주)케어젠,214370,Dec-14,15954595,0
(주)케어젠,214370,Dec-15,13830253,0
(주)케어젠,214370,Dec-16,10691315,0
(주)케어젠,214370,Dec-17,21938370,0
(주)케어젠,214370,Dec-18,19743761,0
(주)케어젠,214370,Dec-19,35375014,0
(주)케어젠,214370,Dec-20,31977803,4441
(주)케이씨에스,115500,Dec-11,802823,0
(주)케이씨에스,115500,Dec-12,2752354,10803
(주)케이씨에스,115500,Dec-13,1965478,0
(주)케이씨에스,115500,Dec-14,2706134,0
(주)케이씨에스,115500,Dec-15,1014852,0
(주)케이씨에스,115500,Dec-16,1129363,0
(주)케이씨에스,115500,Dec-17,1180997,0
(주)케이씨에스,115500,Dec-18,3165889,0
(주)케이씨에스,115500,Dec-19,3432710,5481
(주)케이씨에스,115500,Dec-20,2457786,3152
(주)케이아이엔엑스,93320,Dec-11,4443723,0
(주)케이아이엔엑스,93320,Dec-12,5272491,0
(주)케이아이엔엑스,93320,Dec-13,5404048,87
(주)케이아이엔엑스,93320,Dec-14,6284289,4969
(주)케이아이엔엑스,93320,Dec-15,7097706,0
(주)케이아이엔엑스,93320,Dec-16,7800075,0
(주)케이아이엔엑스,93320,Dec-17,9152447,0
(주)케이아이엔엑스,93320,Dec-18,13164858,12399
(주)케이아이엔엑스,93320,Dec-19,16467445,331051
(주)케이아이엔엑스,93320,Dec-20,17782412,186873
(주)케이엔엔,58400,Dec-11,10252023,0
(주)케이엔엔,58400,Dec-12,7419274,0
(주)케이엔엔,58400,Dec-13,3454345,6665
(주)케이엔엔,58400,Dec-14,7388134,0
(주)케이엔엔,58400,Dec-15,8254363,0
(주)케이엔엔,58400,Dec-16,5935456,0
(주)케이엔엔,58400,Dec-17,8587798,0
(주)케이엔엔,58400,Dec-18,7803631,0
(주)케이엔엔,58400,Dec-19,7443644,21132
(주)케이엔엔,58400,Dec-20,6206546,20714
(주)케이지이니시스,35600,Dec-11,13161429,155252
(주)케이지이니시스,35600,Dec-12,15500568,0
(주)케이지이니시스,35600,Dec-13,36022081,2513105
(주)케이지이니시스,35600,Dec-14,39775954,3355048
(주)케이지이니시스,35600,Dec-15,20002703,2686271
(주)케이지이니시스,35600,Dec-16,29504478,2769367
(주)케이지이니시스,35600,Dec-17,54676797,2977237
(주)케이지이니시스,35600,Dec-18,60425521,2738154
(주)케이지이니시스,35600,Dec-19,86145634,10684286
(주)케이지이니시스,35600,Dec-20,98005685,8453012
(주)케이티알파,36030,Dec-11,-7141715,22703
(주)케이티알파,36030,Dec-12,-5213034,74918
(주)케이티알파,36030,Dec-13,7027474,171284
(주)케이티알파,36030,Dec-14,6915568,4882
(주)케이티알파,36030,Dec-15,5348243,0
(주)케이티알파,36030,Dec-16,6258292,0
(주)케이티알파,36030,Dec-17,5745405,10770
(주)케이티알파,36030,Dec-18,5553592,17096
(주)케이티알파,36030,Dec-19,10709042,411247
(주)케이티알파,36030,Dec-20,11811037,405511
(주)코데즈컴바인,47770,Dec-11,10330769,2762665
(주)코데즈컴바인,47770,Dec-12,-7957799,3388973
(주)코데즈컴바인,47770,Dec-13,-16881132,2917506
(주)코데즈컴바인,47770,Dec-14,-29916857,1675844
(주)코데즈컴바인,47770,Dec-15,-21268512,899973
(주)코데즈컴바인,47770,Dec-16,1323033,9587
(주)코데즈컴바인,47770,Dec-17,1811670,0
(주)코데즈컴바인,47770,Dec-18,4805817,215182
(주)코데즈컴바인,47770,Dec-19,4513675,379012
(주)코데즈컴바인,47770,Dec-20,3669089,307020
(주)코리아에스이,101670,Dec-11,3104581,78
(주)코리아에스이,101670,Dec-12,1338600,0
(주)코리아에스이,101670,Dec-13,1581955,39
(주)코리아에스이,101670,Dec-14,-303098,0
(주)코리아에스이,101670,Dec-15,865784,0
(주)코리아에스이,101670,Dec-16,930421,0
(주)코리아에스이,101670,Dec-17,-805311,18444
(주)코리아에스이,101670,Dec-18,-2931357,0
(주)코리아에스이,101670,Dec-19,-2649716,0
(주)코리아에스이,101670,Dec-20,-3492739,2149
(주)코썬바이오,204990,Dec-11,-732783,103843
(주)코썬바이오,204990,Dec-12,781741,90874
(주)코썬바이오,204990,Dec-13,2847349,76767
(주)코썬바이오,204990,Dec-14,7411475,16411
(주)코썬바이오,204990,Dec-15,9588909,0
(주)코썬바이오,204990,Dec-16,7901880,0
(주)코썬바이오,204990,Dec-17,-2294248,1592
(주)코썬바이오,204990,Dec-18,-24009266,104052
(주)코썬바이오,204990,Dec-19,-28487900,272732
(주)코아에스앤아이,52350,Dec-11,-1362953,0
(주)코엔텍,29960,Dec-11,6064620,54926
(주)코엔텍,29960,Dec-12,10337372,1749
(주)코엔텍,29960,Dec-13,8798715,0
(주)코엔텍,29960,Dec-14,10718066,0
(주)코엔텍,29960,Dec-15,9472359,10480
(주)코엔텍,29960,Dec-16,15475622,220087
(주)코엔텍,29960,Dec-17,18586515,430706
(주)코엔텍,29960,Dec-18,29310888,401003
(주)코엔텍,29960,Dec-19,28446448,374903
(주)코엔텍,29960,Dec-20,31035919,317712
(주)코텍,52330,Dec-11,20639370,176020
(주)코텍,52330,Dec-12,21401752,38646
(주)코텍,52330,Dec-13,20736416,36630
(주)코텍,52330,Dec-14,5492376,3470
(주)코텍,52330,Dec-15,26291925,0
(주)코텍,52330,Dec-16,29276826,0
(주)코텍,52330,Dec-17,33444127,0
(주)코텍,52330,Dec-18,42424699,0
(주)코텍,52330,Dec-19,33129377,0
(주)코텍,52330,Dec-20,-953699,51494
(주)큐에스아이,66310,Dec-11,4512062,14116
(주)큐에스아이,66310,Dec-12,2603027,13760
(주)큐에스아이,66310,Dec-13,3711718,11538
(주)큐에스아이,66310,Dec-14,3480038,11319
(주)큐에스아이,66310,Dec-15,1402431,8484
(주)큐에스아이,66310,Dec-16,894188,2243
(주)큐에스아이,66310,Dec-17,1067005,0
