회사명,거래소코드,회계년도,상장폐지일
(주)국영지앤엠,006050,2012/12,
(주)국영지앤엠,006050,2013/12,
(주)국영지앤엠,006050,2014/12,
(주)국영지앤엠,006050,2015/12,
(주)국영지앤엠,006050,2016/12,
(주)국영지앤엠,006050,2017/12,
(주)국영지앤엠,006050,2018/12,
(주)국영지앤엠,006050,2019/12,
(주)국영지앤엠,006050,2020/12,
(주)국전약품,307750,2018/12,
(주)국전약품,307750,2019/12,
(주)국전약품,307750,2020/12,
(주)그래디언트,035080,2011/12,
(주)그래디언트,035080,2012/12,
(주)그래디언트,035080,2013/12,
(주)그래디언트,035080,2014/12,
(주)그래디언트,035080,2015/12,
(주)그래디언트,035080,2016/12,
(주)그래디언트,035080,2017/12,
(주)그래디언트,035080,2018/12,
(주)그래디언트,035080,2019/12,
(주)그래디언트,035080,2020/12,
(주)그리티,204020,2018/12,
(주)그리티,204020,2019/12,
(주)그리티,204020,2020/12,
(주)그린플러스,186230,2019/12,
(주)그린플러스,186230,2020/12,
(주)극동자동화,272420,2017/12,2018/11/15
(주)글로벌스탠다드테크놀로지,083450,2011/12,
(주)글로벌스탠다드테크놀로지,083450,2012/12,
(주)글로벌스탠다드테크놀로지,083450,2013/12,
(주)글로벌스탠다드테크놀로지,083450,2014/12,
(주)글로벌스탠다드테크놀로지,083450,2015/12,
(주)글로벌스탠다드테크놀로지,083450,2016/12,
(주)글로벌스탠다드테크놀로지,083450,2017/12,
(주)글로벌스탠다드테크놀로지,083450,2018/12,
(주)글로벌스탠다드테크놀로지,083450,2019/12,
(주)글로벌스탠다드테크놀로지,083450,2020/12,
(주)금오하이텍,165270,2013/12,2017/06/07
(주)금오하이텍,165270,2014/12,2017/06/07
(주)금오하이텍,165270,2015/12,2017/06/07
(주)금오하이텍,165270,2016/12,2017/06/07
(주)금화피에스시,036190,2011/12,
(주)금화피에스시,036190,2012/12,
(주)금화피에스시,036190,2013/12,
(주)금화피에스시,036190,2014/12,
(주)금화피에스시,036190,2015/12,
(주)금화피에스시,036190,2016/12,
(주)금화피에스시,036190,2017/12,
(주)금화피에스시,036190,2018/12,
(주)금화피에스시,036190,2019/12,
(주)금화피에스시,036190,2020/12,
(주)기가레인,049080,2013/12,
(주)기가레인,049080,2014/12,
(주)기가레인,049080,2015/12,
(주)기가레인,049080,2016/12,
(주)기가레인,049080,2017/12,
(주)기가레인,049080,2018/12,
(주)기가레인,049080,2019/12,
(주)기가레인,049080,2020/12,
(주)기산텔레콤,035460,2011/12,
(주)기산텔레콤,035460,2012/12,
(주)기산텔레콤,035460,2013/12,
(주)기산텔레콤,035460,2014/12,
(주)기산텔레콤,035460,2015/12,
(주)기산텔레콤,035460,2016/12,
(주)기산텔레콤,035460,2017/12,
(주)기산텔레콤,035460,2018/12,
(주)기산텔레콤,035460,2019/12,
(주)기산텔레콤,035460,2020/12,
(주)까스텔바작,308100,2019/12,
(주)까스텔바작,308100,2020/12,
(주)나노,187790,2014/12,
(주)나노,187790,2015/12,
(주)나노,187790,2016/12,
(주)나노,187790,2017/12,
(주)나노,187790,2018/12,
(주)나노,187790,2019/12,
(주)나노,187790,2020/12,
(주)나노브릭,286750,2019/12,
(주)나노브릭,286750,2020/12,
(주)나노신소재,121600,2011/12,
(주)나노신소재,121600,2012/12,
(주)나노신소재,121600,2013/12,
(주)나노신소재,121600,2014/12,
(주)나노신소재,121600,2015/12,
(주)나노신소재,121600,2016/12,
(주)나노신소재,121600,2017/12,
(주)나노신소재,121600,2018/12,
(주)나노신소재,121600,2019/12,
(주)나노신소재,121600,2020/12,
(주)나노엔텍,039860,2011/12,
(주)나노엔텍,039860,2012/12,
(주)나노엔텍,039860,2013/12,
(주)나노엔텍,039860,2014/12,
(주)나노엔텍,039860,2015/12,
(주)나노엔텍,039860,2016/12,
(주)나노엔텍,039860,2017/12,
(주)나노엔텍,039860,2018/12,
(주)나노엔텍,039860,2019/12,
(주)나노엔텍,039860,2020/12,
(주)나노트로닉스,010670,2011/12,2014/04/11
(주)나노트로닉스,010670,2012/12,2014/04/11
(주)나무가,190510,2015/12,
(주)나무가,190510,2016/12,
(주)나무가,190510,2017/12,
(주)나무가,190510,2018/12,
(주)나무가,190510,2019/12,
(주)나무가,190510,2020/12,
(주)나스미디어,089600,2013/12,
(주)나스미디어,089600,2014/12,
(주)나스미디어,089600,2015/12,
(주)나스미디어,089600,2016/12,
(주)나스미디어,089600,2017/12,
(주)나스미디어,089600,2018/12,
(주)나스미디어,089600,2019/12,
(주)나스미디어,089600,2020/12,
(주)나이벡,138610,2011/12,
(주)나이벡,138610,2012/12,
(주)나이벡,138610,2013/12,
(주)나이벡,138610,2014/12,
(주)나이벡,138610,2015/12,
(주)나이벡,138610,2016/12,
(주)나이벡,138610,2017/12,
(주)나이벡,138610,2018/12,
(주)나이벡,138610,2019/12,
(주)나이벡,138610,2020/12,
(주)나이스디앤비,130580,2011/12,
(주)나이스디앤비,130580,2012/12,
(주)나이스디앤비,130580,2013/12,
(주)나이스디앤비,130580,2014/12,
(주)나이스디앤비,130580,2015/12,
(주)나이스디앤비,130580,2016/12,
(주)나이스디앤비,130580,2017/12,
(주)나이스디앤비,130580,2018/12,
(주)나이스디앤비,130580,2019/12,
(주)나이스디앤비,130580,2020/12,
(주)나이코,192240,2014/12,2016/12/23
(주)나이코,192240,2015/12,2016/12/23
(주)나인테크,267320,2017/12,
(주)나인테크,267320,2018/12,
(주)나인테크,267320,2019/12,
(주)나인테크,267320,2020/12,
(주)내츄럴엔도텍,168330,2013/12,
(주)내츄럴엔도텍,168330,2014/12,
(주)내츄럴엔도텍,168330,2015/12,
(주)내츄럴엔도텍,168330,2016/12,
(주)내츄럴엔도텍,168330,2017/12,
(주)내츄럴엔도텍,168330,2018/12,
(주)내츄럴엔도텍,168330,2019/12,
(주)내츄럴엔도텍,168330,2020/12,
(주)네오리진,094860,2011/12,
(주)네오리진,094860,2012/12,
(주)네오리진,094860,2013/12,
(주)네오리진,094860,2014/12,
(주)네오리진,094860,2015/12,
(주)네오리진,094860,2016/12,
(주)네오리진,094860,2017/12,
(주)네오리진,094860,2018/12,
(주)네오리진,094860,2019/12,
(주)네오리진,094860,2020/12,
(주)네오셈,253590,2018/12,
(주)네오셈,253590,2019/12,
(주)네오셈,253590,2020/12,
(주)네오오토,212560,2015/12,
(주)네오오토,212560,2016/12,
(주)네오오토,212560,2017/12,
(주)네오오토,212560,2018/12,
(주)네오오토,212560,2019/12,
(주)네오오토,212560,2020/12,
(주)네오위즈,095660,2011/12,
(주)네오위즈,095660,2012/12,
(주)네오위즈,095660,2013/12,
(주)네오위즈,095660,2014/12,
(주)네오위즈,095660,2015/12,
(주)네오위즈,095660,2016/12,
(주)네오위즈,095660,2017/12,
(주)네오위즈,095660,2018/12,
(주)네오위즈,095660,2019/12,
(주)네오위즈,095660,2020/12,
(주)네오위즈홀딩스,042420,2011/12,
(주)네오위즈홀딩스,042420,2012/12,
(주)네오위즈홀딩스,042420,2013/12,
(주)네오위즈홀딩스,042420,2014/12,
(주)네오위즈홀딩스,042420,2015/12,
(주)네오위즈홀딩스,042420,2016/12,
(주)네오위즈홀딩스,042420,2017/12,
(주)네오위즈홀딩스,042420,2018/12,
(주)네오위즈홀딩스,042420,2019/12,
(주)네오위즈홀딩스,042420,2020/12,
(주)네오크레마,311390,2019/12,
(주)네오크레마,311390,2020/12,
(주)네오티스,085910,2011/12,
(주)네오티스,085910,2012/12,
(주)네오티스,085910,2013/12,
(주)네오티스,085910,2014/12,
(주)네오티스,085910,2015/12,
(주)네오티스,085910,2016/12,
(주)네오티스,085910,2017/12,
(주)네오티스,085910,2018/12,
(주)네오티스,085910,2019/12,
(주)네오티스,085910,2020/12,
(주)네오팜,092730,2011/12,
(주)네오팜,092730,2012/12,
(주)네오팜,092730,2013/12,
(주)네오팜,092730,2014/12,
(주)네오팜,092730,2015/12,
(주)네오팜,092730,2016/12,
(주)네오팜,092730,2017/12,
(주)네오팜,092730,2018/12,
(주)네오팜,092730,2019/12,
(주)네오팜,092730,2020/12,
(주)네오퍼플,028090,2011/12,2013/05/03
(주)네오퍼플,028090,2012/12,2013/05/03
(주)네오펙트,290660,2018/12,
(주)네오펙트,290660,2019/12,
(주)네오펙트,290660,2020/12,
(주)네온테크,306620,2018/12,
(주)네온테크,306620,2019/12,
(주)네온테크,306620,2020/12,
(주)네이블커뮤니케이션즈,153460,2012/12,
(주)네이블커뮤니케이션즈,153460,2013/12,
(주)네이블커뮤니케이션즈,153460,2014/12,
(주)네이블커뮤니케이션즈,153460,2015/12,
(주)네이블커뮤니케이션즈,153460,2016/12,
(주)네이블커뮤니케이션즈,153460,2017/12,
(주)네이블커뮤니케이션즈,153460,2018/12,
(주)네이블커뮤니케이션즈,153460,2019/12,
(주)네이블커뮤니케이션즈,153460,2020/12,
(주)네이처셀,007390,2011/12,
(주)네이처셀,007390,2012/12,
(주)네이처셀,007390,2013/12,
(주)네이처셀,007390,2014/12,
(주)네이처셀,007390,2015/12,
(주)네이처셀,007390,2016/12,
(주)네이처셀,007390,2017/12,
(주)네이처셀,007390,2018/12,
(주)네이처셀,007390,2019/12,
(주)네이처셀,007390,2020/12,
(주)네패스,033640,2011/12,
(주)네패스,033640,2012/12,
(주)네패스,033640,2013/12,
(주)네패스,033640,2014/12,
(주)네패스,033640,2015/12,
(주)네패스,033640,2016/12,
(주)네패스,033640,2017/12,
(주)네패스,033640,2018/12,
(주)네패스,033640,2019/12,
(주)네패스,033640,2020/12,
(주)네패스아크,330860,2020/12,
(주)넥스지,081970,2011/12,2018/10/11
(주)넥스지,081970,2012/12,2018/10/11
(주)넥스지,081970,2013/12,2018/10/11
(주)넥스지,081970,2014/12,2018/10/11
(주)넥스지,081970,2015/12,2018/10/11
(주)넥스지,081970,2016/12,2018/10/11
(주)넥스지,081970,2017/12,2018/10/11
(주)넥스턴바이오사이언스,089140,2011/12,
(주)넥스턴바이오사이언스,089140,2012/12,
(주)넥스턴바이오사이언스,089140,2013/12,
(주)넥스턴바이오사이언스,089140,2014/12,
(주)넥스턴바이오사이언스,089140,2015/12,
(주)넥스턴바이오사이언스,089140,2016/12,
(주)넥스턴바이오사이언스,089140,2017/12,
(주)넥스턴바이오사이언스,089140,2018/12,
(주)넥스턴바이오사이언스,089140,2019/12,
(주)넥스턴바이오사이언스,089140,2020/12,
(주)넥스트아이,137940,2011/12,
(주)넥스트아이,137940,2012/12,
(주)넥스트아이,137940,2013/12,
(주)넥스트아이,137940,2014/12,
(주)넥스트아이,137940,2015/12,
(주)넥스트아이,137940,2016/12,
(주)넥스트아이,137940,2017/12,
(주)넥스트아이,137940,2018/12,
(주)넥스트아이,137940,2019/12,
(주)넥스트아이,137940,2020/12,
(주)넥스트엔터테인먼트월드,160550,2014/12,
(주)넥스트엔터테인먼트월드,160550,2015/12,
(주)넥스트엔터테인먼트월드,160550,2016/12,
(주)넥스트엔터테인먼트월드,160550,2017/12,
(주)넥스트엔터테인먼트월드,160550,2018/12,
(주)넥스트엔터테인먼트월드,160550,2019/12,
(주)넥스트엔터테인먼트월드,160550,2020/12,
(주)넥스틴,348210,2020/12,
(주)넥슨게임즈,225570,2015/12,
(주)넥슨게임즈,225570,2016/12,
(주)넥슨게임즈,225570,2017/12,
(주)넥슨게임즈,225570,2018/12,
(주)넥슨게임즈,225570,2019/12,
(주)넥슨게임즈,225570,2020/12,
(주)넵튠,217270,2015/12,
(주)넵튠,217270,2016/12,
(주)넵튠,217270,2017/12,
(주)넵튠,217270,2018/12,
(주)넵튠,217270,2019/12,
(주)넵튠,217270,2020/12,
(주)넷웨이브,047730,2011/12,2012/11/17
(주)노랑풍선,104620,2019/12,
(주)노랑풍선,104620,2020/12,
(주)노바렉스,194700,2018/12,
(주)노바렉스,194700,2019/12,
(주)노바렉스,194700,2020/12,
(주)노바텍,285490,2018/12,
(주)노바텍,285490,2019/12,
(주)노바텍,285490,2020/12,
(주)노블엠앤비,106520,2012/12,
(주)노블엠앤비,106520,2013/12,
(주)노블엠앤비,106520,2014/12,
(주)노블엠앤비,106520,2015/12,
(주)노블엠앤비,106520,2016/12,
(주)노블엠앤비,106520,2017/12,
(주)노블엠앤비,106520,2018/12,
(주)노블엠앤비,106520,2019/12,
(주)노블엠앤비,106520,2020/12,
(주)노터스,278650,2019/12,
(주)노터스,278650,2020/12,
(주)녹십자엠에스,142280,2014/12,
(주)녹십자엠에스,142280,2015/12,
(주)녹십자엠에스,142280,2016/12,
(주)녹십자엠에스,142280,2017/12,
(주)녹십자엠에스,142280,2018/12,
(주)녹십자엠에스,142280,2019/12,
(주)녹십자엠에스,142280,2020/12,
(주)녹십자웰빙,234690,2019/12,
(주)녹십자웰빙,234690,2020/12,
(주)녹원씨엔아이,065560,2011/12,
(주)녹원씨엔아이,065560,2012/12,
(주)녹원씨엔아이,065560,2013/12,
(주)녹원씨엔아이,065560,2014/12,
(주)녹원씨엔아이,065560,2015/12,
(주)녹원씨엔아이,065560,2016/12,
(주)녹원씨엔아이,065560,2017/12,
(주)녹원씨엔아이,065560,2018/12,
(주)녹원씨엔아이,065560,2019/12,
(주)녹원씨엔아이,065560,2020/12,
(주)누리플랜,069140,2011/12,
(주)누리플랜,069140,2012/12,
(주)누리플랜,069140,2013/12,
(주)누리플랜,069140,2014/12,
(주)누리플랜,069140,2015/12,
(주)누리플랜,069140,2016/12,
(주)누리플랜,069140,2017/12,
(주)누리플랜,069140,2018/12,
(주)누리플랜,069140,2019/12,
(주)누리플랜,069140,2020/12,
(주)누리플렉스,040160,2011/12,
(주)누리플렉스,040160,2012/12,
(주)누리플렉스,040160,2013/12,
(주)누리플렉스,040160,2014/12,
(주)누리플렉스,040160,2015/12,
(주)누리플렉스,040160,2016/12,
(주)누리플렉스,040160,2017/12,
(주)누리플렉스,040160,2018/12,
(주)누리플렉스,040160,2019/12,
(주)누리플렉스,040160,2020/12,
(주)누보,332290,2019/12,
(주)누보,332290,2020/12,
(주)뉴로스,126870,2012/12,
(주)뉴로스,126870,2013/12,
(주)뉴로스,126870,2014/12,
(주)뉴로스,126870,2015/12,
(주)뉴로스,126870,2016/12,
(주)뉴로스,126870,2017/12,
(주)뉴로스,126870,2018/12,
(주)뉴로스,126870,2019/12,
(주)뉴로스,126870,2020/12,
(주)뉴보텍,060260,2011/12,
(주)뉴보텍,060260,2012/12,
(주)뉴보텍,060260,2013/12,
(주)뉴보텍,060260,2014/12,
(주)뉴보텍,060260,2015/12,
(주)뉴보텍,060260,2016/12,
(주)뉴보텍,060260,2017/12,
(주)뉴보텍,060260,2018/12,
(주)뉴보텍,060260,2019/12,
(주)뉴보텍,060260,2020/12,
(주)뉴인텍,012340,2011/12,
(주)뉴인텍,012340,2012/12,
(주)뉴인텍,012340,2013/12,
(주)뉴인텍,012340,2014/12,
(주)뉴인텍,012340,2015/12,
(주)뉴인텍,012340,2016/12,
(주)뉴인텍,012340,2017/12,
(주)뉴인텍,012340,2018/12,
(주)뉴인텍,012340,2019/12,
(주)뉴인텍,012340,2020/12,
(주)뉴트리,270870,2018/12,
(주)뉴트리,270870,2019/12,
(주)뉴트리,270870,2020/12,
(주)뉴파워프라즈마,144960,2016/12,
(주)뉴파워프라즈마,144960,2017/12,
(주)뉴파워프라즈마,144960,2018/12,
(주)뉴파워프라즈마,144960,2019/12,
(주)뉴파워프라즈마,144960,2020/12,
(주)뉴프렉스,085670,2011/12,
(주)뉴프렉스,085670,2012/12,
(주)뉴프렉스,085670,2013/12,
(주)뉴프렉스,085670,2014/12,
(주)뉴프렉스,085670,2015/12,
(주)뉴프렉스,085670,2016/12,
(주)뉴프렉스,085670,2017/12,
(주)뉴프렉스,085670,2018/12,
(주)뉴프렉스,085670,2019/12,
(주)뉴프렉스,085670,2020/12,
(주)다나와,119860,2011/12,
(주)다나와,119860,2012/12,
(주)다나와,119860,2013/12,
(주)다나와,119860,2014/12,
(주)다나와,119860,2015/12,
(주)다나와,119860,2016/12,
(주)다나와,119860,2017/12,
(주)다나와,119860,2018/12,
(주)다나와,119860,2019/12,
(주)다나와,119860,2020/12,
(주)다날,064260,2011/12,
(주)다날,064260,2012/12,
(주)다날,064260,2013/12,
(주)다날,064260,2014/12,
(주)다날,064260,2015/12,
(주)다날,064260,2016/12,
(주)다날,064260,2017/12,
(주)다날,064260,2018/12,
(주)다날,064260,2019/12,
(주)다날,064260,2020/12,
(주)다린,204690,2014/12,2017/08/02
(주)다린,204690,2015/12,2017/08/02
(주)다린,204690,2016/12,2017/08/02
(주)다보링크,340360,2019/12,
(주)다보링크,340360,2020/12,
(주)다산네트웍스,039560,2011/12,
(주)다산네트웍스,039560,2012/12,
(주)다산네트웍스,039560,2013/12,
(주)다산네트웍스,039560,2014/12,
(주)다산네트웍스,039560,2015/12,
(주)다산네트웍스,039560,2016/12,
(주)다산네트웍스,039560,2017/12,
(주)다산네트웍스,039560,2018/12,
(주)다산네트웍스,039560,2019/12,
(주)다산네트웍스,039560,2020/12,
(주)다우데이타,032190,2011/12,
(주)다우데이타,032190,2012/12,
(주)다우데이타,032190,2013/12,
(주)다우데이타,032190,2014/12,
(주)다우데이타,032190,2015/12,
(주)다우데이타,032190,2016/12,
(주)다우데이타,032190,2017/12,
(주)다우데이타,032190,2018/12,
(주)다우데이타,032190,2019/12,
(주)다우데이타,032190,2020/12,
(주)다원시스,068240,2011/12,
(주)다원시스,068240,2012/12,
(주)다원시스,068240,2013/12,
(주)다원시스,068240,2014/12,
(주)다원시스,068240,2015/12,
(주)다원시스,068240,2016/12,
(주)다원시스,068240,2017/12,
(주)다원시스,068240,2018/12,
(주)다원시스,068240,2019/12,
(주)다원시스,068240,2020/12,
(주)대국,042340,2011/12,2012/04/13
(주)대동스틸,048470,2011/12,
(주)대동스틸,048470,2012/12,
(주)대동스틸,048470,2013/12,
(주)대동스틸,048470,2014/12,
(주)대동스틸,048470,2015/12,
(주)대동스틸,048470,2016/12,
(주)대동스틸,048470,2017/12,
(주)대동스틸,048470,2018/12,
(주)대동스틸,048470,2019/12,
(주)대동스틸,048470,2020/12,
(주)대륙제관,004780,2011/12,
(주)대륙제관,004780,2012/12,
(주)대륙제관,004780,2013/12,
(주)대륙제관,004780,2014/12,
(주)대륙제관,004780,2015/12,
(주)대륙제관,004780,2016/12,
(주)대륙제관,004780,2017/12,
(주)대륙제관,004780,2018/12,
(주)대륙제관,004780,2019/12,
(주)대륙제관,004780,2020/12,
(주)대림제지,017650,2011/12,
(주)대림제지,017650,2012/12,
(주)대림제지,017650,2013/12,
(주)대림제지,017650,2014/12,
(주)대림제지,017650,2015/12,
(주)대림제지,017650,2016/12,
(주)대림제지,017650,2017/12,
(주)대림제지,017650,2018/12,
(주)대림제지,017650,2019/12,
(주)대림제지,017650,2020/12,
(주)대명소노시즌,007720,2011/12,
(주)대명소노시즌,007720,2012/12,
(주)대명소노시즌,007720,2013/12,
(주)대명소노시즌,007720,2014/12,
(주)대명소노시즌,007720,2015/12,
(주)대명소노시즌,007720,2016/12,
(주)대명소노시즌,007720,2017/12,
(주)대명소노시즌,007720,2018/12,
(주)대명소노시즌,007720,2019/12,
(주)대명소노시즌,007720,2020/12,
(주)대성미생물연구소,036480,2011/12,
(주)대성미생물연구소,036480,2012/12,
(주)대성미생물연구소,036480,2013/12,
(주)대성미생물연구소,036480,2014/12,
(주)대성미생물연구소,036480,2015/12,
(주)대성미생물연구소,036480,2016/12,
(주)대성미생물연구소,036480,2017/12,
(주)대성미생물연구소,036480,2018/12,
(주)대성미생물연구소,036480,2019/12,
(주)대성미생물연구소,036480,2020/12,
(주)대성엘텍,025440,2011/12,
(주)대성엘텍,025440,2012/12,
(주)대성엘텍,025440,2013/12,
(주)대성엘텍,025440,2014/12,
(주)대성엘텍,025440,2015/12,
(주)대성엘텍,025440,2016/12,
(주)대성엘텍,025440,2017/12,
(주)대성엘텍,025440,2018/12,
(주)대성엘텍,025440,2019/12,
(주)대성엘텍,025440,2020/12,
(주)대성파인텍,104040,2011/12,
(주)대성파인텍,104040,2012/12,
(주)대성파인텍,104040,2013/12,
(주)대성파인텍,104040,2014/12,
(주)대성파인텍,104040,2015/12,
(주)대성파인텍,104040,2016/12,
(주)대성파인텍,104040,2017/12,
(주)대성파인텍,104040,2018/12,
(주)대성파인텍,104040,2019/12,
(주)대성파인텍,104040,2020/12,
(주)대원,007680,2017/12,
(주)대원,007680,2018/12,
(주)대원,007680,2019/12,
(주)대원,007680,2020/12,
(주)대원모방,311840,2018/12,2020/02/27
(주)대유,290380,2018/12,
(주)대유,290380,2019/12,
(주)대유,290380,2020/12,
(주)대유에이피,290120,2018/12,
(주)대유에이피,290120,2019/12,
(주)대유에이피,290120,2020/12,
(주)대창솔루션,096350,2011/12,
(주)대창솔루션,096350,2012/12,
(주)대창솔루션,096350,2013/12,
(주)대창솔루션,096350,2014/12,
(주)대창솔루션,096350,2015/12,
(주)대창솔루션,096350,2016/12,
(주)대창솔루션,096350,2017/12,
(주)대창솔루션,096350,2018/12,
(주)대창솔루션,096350,2019/12,
(주)대창솔루션,096350,2020/12,
(주)대창스틸,140520,2014/12,
(주)대창스틸,140520,2015/12,
(주)대창스틸,140520,2016/12,
(주)대창스틸,140520,2017/12,
(주)대창스틸,140520,2018/12,
(주)대창스틸,140520,2019/12,
(주)대창스틸,140520,2020/12,
(주)대한과학,131220,2011/12,
(주)대한과학,131220,2012/12,
(주)대한과학,131220,2013/12,
(주)대한과학,131220,2014/12,
(주)대한과학,131220,2015/12,
(주)대한과학,131220,2016/12,
(주)대한과학,131220,2017/12,
(주)대한과학,131220,2018/12,
(주)대한과학,131220,2019/12,
(주)대한과학,131220,2020/12,
(주)대호특수강,021040,2011/12,
(주)대호특수강,021040,2012/12,
(주)대호특수강,021040,2013/12,
(주)대호특수강,021040,2014/12,
(주)대호특수강,021040,2015/12,
(주)대호특수강,021040,2016/12,
(주)대호특수강,021040,2017/12,
(주)대호특수강,021040,2018/12,
(주)대호특수강,021040,2019/12,
(주)대호특수강,021040,2020/12,
(주)더 미동,161570,2013/12,
(주)더 미동,161570,2014/12,
(주)더 미동,161570,2015/12,
(주)더 미동,161570,2016/12,
(주)더 미동,161570,2017/12,
(주)더 미동,161570,2018/12,
